?concept	?object	?predicat	1
contract party	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
contract party	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/ContractParty>	rel:isDefinedBy	1
contract party	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
sek annual swap rate	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
sek annual swap rate	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
sek annual swap rate	"individual representing the FpML floating interest index for the SEK-Annual Swap Rate"	rel:definition	1
sek annual swap rate	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
sek annual swap rate	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/SEK-Annual_Swap_Rate>	rel:isDefinedBy	1
sek annual swap rate	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
exchange identifier	"an identifier allocated to a securities exchange"	rel:definition	1
exchange identifier	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
exchange identifier	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesListings/ExchangeIdentifier>	rel:isDefinedBy	1
exchange identifier	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
group	autonomous agent	rel:hasMember	1
group	"a collection of autonomous entities"	rel:definition	1
group	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
group	<https://spec.edmcouncil.org/fibo/ontology/FND/Organizations/FormalOrganizations/Group>	rel:isDefinedBy	1
group	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
limited partner equity	"equity in a partnership held by limited partners; this is not accompanied by any liability capability on the part of the holders of this equity."	rel:definition	1
limited partner equity	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
limited partner equity	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/LimitedPartnerEquity>	rel:isDefinedBy	1
limited partner equity	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
sgd sor vwap reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
sgd sor vwap reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
sgd sor vwap reference banks	"individual representing the FpML floating interest index for the SGD-SOR-VWAP-Reference Banks"	rel:definition	1
sgd sor vwap reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
sgd sor vwap reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/SGD-SOR-VWAP-Reference_Banks>	rel:isDefinedBy	1
sgd sor vwap reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
contractual control	contract	rel:isConferredBy	1
contractual control	"See SME REview note of 16 Jan 2013: Percentage mechanism (in contracts etc.) would be factored in. Hence percentages as contractual terms. For instance an option to exercise which would give another 5 percent control. So there is percentage control with or without share ownership. Example: In a partnership this might be in the Partnership Agreement, which would identify beneficial ownership and control as potentially 2 distinct things. Contract can say anything. Implications: This means that there are percentages of de jure control based in contract, similar to those based in constitutional instruments (shares, General Partner equity). The concepts of Parent, Siinificant Part Owner etc. can then potentially be defined int erms of the percentages of all applicable instruments by which control may be formally defined."	rel:editorialNote	1
contractual control	"Control vested in an entity by virtue of the terms in some contract between that entity and others."	rel:definition	1
contractual control	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
contractual control	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/ContractualControl>	rel:isDefinedBy	1
contractual control	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
tribal area	"https://en.wikipedia.org/wiki/Indian_reservation"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
tribal area	"a designation for an area of land managed by a group of indigenous people (tribe) rather than by the sovereign state or regional governmental entity in which the tribal area is geographically located"	rel:definition	1
tribal area	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
tribal area	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/TribalArea>	rel:isDefinedBy	1
tribal area	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
network location	address	rel:isIdentifiedBy	1
network location	"A network address is location in a telecommunications network that may be identified by a network address (an identifier for a node or interface)"	rel:definition	1
network location	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
network location	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/VirtualPlaces/NetworkLocation>	rel:isDefinedBy	1
network location	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy tibor tibm all banks	"'JPY-TIBOR-TIBM (All Banks)' code has been deprecated in supplement 47 to the 2006 ISDA definitions. The code is kept in FpML for backward compatibility purposes."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy tibor tibm all banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy tibor tibm all banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy tibor tibm all banks	"individual representing the FpML floating interest index for the JPY-TIBOR-TIBM (All Banks)"	rel:definition	1
jpy tibor tibm all banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy tibor tibm all banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-TIBOR-TIBM_All_Banks>	rel:isDefinedBy	1
jpy tibor tibm all banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy tsr reuters	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy tsr reuters	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy tsr reuters	"individual representing the FpML floating interest index for the JPY-TSR-Reuters-15:00"	rel:definition	1
jpy tsr reuters	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy tsr reuters	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-TSR-Reuters-15_00>	rel:isDefinedBy	1
jpy tsr reuters	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
calculated price	"http://www.businessdictionary.com/definition/price.html"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
calculated price	calculation formula	rel:hasFormula	1
calculated price	"a monetary price determined by a formula"	rel:definition	1
calculated price	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
calculated price	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/CurrencyAmount/CalculatedPrice>	rel:isDefinedBy	1
calculated price	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
monetary amount	currency	rel:hasCurrency	1
monetary amount	"This is an abstract concept, not to be confused with a sum of money (Money Amount)."	rel:editorialNote	1
monetary amount	"the measure which is an amount of money specified in monetary units"	rel:definition	1
monetary amount	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
monetary amount	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/CurrencyAmount/MonetaryAmount>	rel:isDefinedBy	1
monetary amount	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
twd quarterly annual swap rate bgcantor	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
twd quarterly annual swap rate bgcantor	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
twd quarterly annual swap rate bgcantor	"individual representing the FpML floating interest index for the TWD-Quarterly-Annual Swap Rate-11:00-BGCANTOR"	rel:definition	1
twd quarterly annual swap rate bgcantor	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
twd quarterly annual swap rate bgcantor	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/TWD-Quarterly-Annual_Swap_Rate-11_00-BGCANTOR>	rel:isDefinedBy	1
twd quarterly annual swap rate bgcantor	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
equity apportionment terms set	"Terms setting out the apportionment of equity in some formal business organization."	rel:definition	1
equity apportionment terms set	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
equity apportionment terms set	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/EquityApportionmentTermsSet>	rel:isDefinedBy	1
equity apportionment terms set	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
recurrence interval	"a time interval that is consistent between elements of a regular schedule"	rel:definition	1
recurrence interval	"frequency"	rel:altLabel	1
recurrence interval	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
recurrence interval	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/RecurrenceInterval>	rel:isDefinedBy	1
recurrence interval	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy libor frasett	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy libor frasett	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy libor frasett	"individual representing the FpML floating interest index for the JPY-LIBOR-FRASETT"	rel:definition	1
jpy libor frasett	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy libor frasett	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-LIBOR-FRASETT>	rel:isDefinedBy	1
jpy libor frasett	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy annual swap rate tradition	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy annual swap rate tradition	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy annual swap rate tradition	"individual representing the FpML floating interest index for the JPY-Annual Swap Rate-11:00-TRADITION"	rel:definition	1
jpy annual swap rate tradition	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy annual swap rate tradition	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-Annual_Swap_Rate-11_00-TRADITION>	rel:isDefinedBy	1
jpy annual swap rate tradition	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
body limited by guarantee principals agreement	"The formal agreement between the principals of a body limited by guarantee."	rel:definition	1
